,"Population (x 1,000) 5 6","7,054.80","7,116.40","7,119.90",65.1,3.5,0,0.9
,"Labour force (x 1,000) 7","4,572.00","4,527.60","4,576.80",4.8,49.2,1.1,0.1
,"Employment (x 1,000) 8","4,347.70","4,042.40","4,140.00",-207.7,97.6,2.4,-4.8
,"Full-time employment (x 1,000) 9","3,535.90","3,370.70","3,370.00",-165.9,-0.7,0,-4.7
,"Part-time employment  (x 1,000) 10",811.9,671.7,770,-41.9,98.3,14.6,-5.2
,"Unemployment (x 1,000) 11",224.3,485.3,436.8,212.5,-48.5,-10,94.7
,,Percentage,,,,,Percentage change,
,Unemployment rate 12,4.9,10.7,9.5,4.6,-1.2,...,...
,Participation rate 13,64.8,63.6,64.3,-0.5,0.7,...,...
,Employment rate 14,61.6,56.8,58.1,-3.5,1.3,...,...
Ontario,,Persons,,,,,Percentage change,
,"Population (x 1,000) 5 6","12,141.80","12,321.60","12,333.10",191.3,11.5,0.1,1.6
,"Labour force (x 1,000) 7","7,877.70","7,719.90","7,813.80",-63.9,93.9,1.2,-0.8
,"Employment (x 1,000) 8","7,430.30","6,776.50","6,927.20",-503.1,150.7,2.2,-6.8
,"Full-time employment (x 1,000) 9","6,087.60","5,641.40","5,647.00",-440.6,5.6,0.1,-7.2
,"Part-time employment  (x 1,000) 10","1,342.80","1,135.10","1,280.20",-62.6,145.1,12.8,-4.7
,"Unemployment (x 1,000) 11",447.4,943.4,886.6,439.2,-56.8,-6,98.2
,,Percentage,,,,,Percentage change,
,Unemployment rate 12,5.7,12.2,11.3,5.6,-0.9,...,...
,Participation rate 13,64.9,62.7,63.4,-1.5,0.7,...,...
,Employment rate 14,61.2,55,56.2,-5,1.2,...,...
Manitoba,,Persons,,,,,Percentage change,
,"Population (x 1,000) 5 6","1,038.20","1,046.50","1,046.80",8.6,0.3,0,0.8
,"Labour force (x 1,000) 7",689.6,685.8,685.3,-4.3,-0.5,-0.1,-0.6
,"Employment (x 1,000) 8",649.8,616.7,629.1,-20.7,12.4,2,-3.2
,"Full-time employment (x 1,000) 9",519.3,495.6,501.8,-17.5,6.2,1.3,-3.4
,"Part-time employment  (x 1,000) 10",130.4,121.2,127.3,-3.1,6.1,5,-2.4
,"Unemployment (x 1,000) 11",39.8,69.1,56.3,16.5,-12.8,-18.5,41.5
,,Percentage,,,,,Percentage change,
,Unemployment rate 12,5.8,10.1,8.2,2.4,-1.9,...,...
,Participation rate 13,66.4,65.5,65.5,-0.9,0,...,...
,Employment rate 14,62.6,58.9,60.1,-2.5,1.2,...,...
Saskatchewan,,Persons,,,,,Percentage change,
,"Population (x 1,000) 5 6",889.6,893.8,893.6,4,-0.2,0,0.4
,"Labour force (x 1,000) 7",613.1,608.1,604.2,-8.9,-3.9,-0.6,-1.5
,"Employment (x 1,000) 8",579.9,537.8,551.1,-28.8,13.3,2.5,-5
,"Full-time employment (x 1,000) 9",467.3,444.9,455.4,-11.9,10.5,2.4,-2.5
,"Part-time employment  (x 1,000) 10",112.6,93,95.7,-16.9,2.7,2.9,-15
,"Unemployment (x 1,000) 11",33.2,70.3,53.1,19.9,-17.2,-24.5,59.9
,,Percentage,,,,,Percentage change,
,Unemployment rate 12,5.4,11.6,8.8,3.4,-2.8,...,...
,Participation rate 13,68.9,68,67.6,-1.3,-0.4,...,...
,Employment rate 14,65.2,60.2,61.7,-3.5,1.5,...,...
Alberta,,Persons,,,,,Percentage change,
,"Population (x 1,000) 5 6","3,528.80","3,576.20","3,578.00",49.2,1.8,0.1,1.4
,"Labour force (x 1,000) 7","2,520.40","2,471.30","2,472.20",-48.2,0.9,0,-1.9
,"Employment (x 1,000) 8","2,342.00","2,088.80","2,156.10",-185.9,67.3,3.2,-7.9
,"Full-time employment (x 1,000) 9","1,915.50","1,717.50","1,747.90",-167.6,30.4,1.8,-8.7
,"Part-time employment  (x 1,000) 10",426.5,371.3,408.2,-18.3,36.9,9.9,-4.3
,"Unemployment (x 1,000) 11",178.4,382.5,316.1,137.7,-66.4,-17.4,77.2
,,Percentage,,,,,Percentage change,
,Unemployment rate 12,7.1,15.5,12.8,5.7,-2.7,...,...
,Participation rate 13,71.4,69.1,69.1,-2.3,0,...,...
,Employment rate 14,66.4,58.4,60.3,-6.1,1.9,...,...
British Columbia,,Persons,,,,,Percentage change,
,"Population (x 1,000) 5 6","4,100.60","4,169.00","4,175.60",75,6.6,0.2,1.8
,"Labour force (x 1,000) 7","2,686.50","2,649.50","2,669.50",-17,20,0.8,-0.6
,"Employment (x 1,000) 8","2,566.40","2,304.00","2,374.20",-192.2,70.2,3,-7.5
,"Full-time employment (x 1,000) 9","1,998.60","1,814.20","1,835.90",-162.7,21.7,1.2,-8.1
,"Part-time employment  (x 1,000) 10",567.8,489.8,538.3,-29.5,48.5,9.9,-5.2
,"Unemployment (x 1,000) 11",120.1,345.5,295.3,175.2,-50.2,-14.5,145.9
,,Percentage,,,,,Percentage change,
,Unemployment rate 12,4.5,13,11.1,6.6,-1.9,...,...
,Participation rate 13,65.5,63.6,63.9,-1.6,0.3,...,...
,Employment rate 14,62.6,55.3,56.9,-5.7,1.6,...,...
,,,,,,,,
Symbol legend:,,,,,,,,
...,not applicable,,,,,,,
,,,,,,,,
Footnotes:,,,,,,,,
1,"Fluctuations in economic time series are caused by seasonal, cyclical and irregular movements. A seasonally adjusted series is one from which seasonal movements have been eliminated. Seasonal movements are defined as those which are caused by regular annual events such as climate, holidays, vacation periods and cycles related to crops, production and retail sales associated with Christmas and Easter. It should be noted that the seasonally adjusted series contain irregular as well as longer-term cyclical fluctuations. The seasonal adjustment program is a complicated computer program which differentiates between these seasonal, cyclical and irregular movements in a series over a number of years and, on the basis of past movements, estimates appropriate seasonal factors for current data. On an annual basis, the historic series of seasonally adjusted data are revised in light of the most recent information on changes in seasonality.",,,,,,,
2,"To ensure respondent confidentiality, estimates below a certain threshold are suppressed. For Canada, Quebec, Ontario, Alberta and British Columbia suppression is applied to all data below 1,500. The threshold level for Newfoundland and Labrador, Nova Scotia, New Brunswick, Manitoba and Saskatchewan is 500, while in Prince Edward Island, estimates under 200 are supressed. For census metropolitan areas (CMAs) and economic regions (ERs), use their respective provincial suppression levels mentioned above. Estimates are based on smaller sample sizes the more detailed the table becomes, which could result in lower data quality.",,,,,,,
3,For more information on seasonal adjustment see Seasonally adjusted data - Frequently asked questions.,,,,,,,
4,Excluding the territories.,,,,,,,
5,"Number of persons of working age, 15 years and over. Estimates in thousands, rounded to the nearest hundred.",,,,,,,
6,"From December 2000 to January 2001, there is a slight level shift in the population series. This is due to the 2015 population rebasing, which was revised back to 2001. This level shift is evident for certain age groups and in two provinces (Manitoba and Saskatchewan). These shifts are minor for labour force estimates and rates.",,,,,,,
7,"Number of civilian, non-institutionalized persons 15 years of age and over who, during the reference week, were employed or unemployed. Estimates in thousands, rounded to the nearest hundred.",,,,,,,
8,"Number of persons who, during the reference week, worked for pay or profit, or performed unpaid family work or had a job but were not at work due to own illness or disability, personal or family responsibilities, labour dispute, vacation, or other reason. Those persons on layoff and persons without work but who had a job to start at a definite date in the future are not considered employed. Estimates in thousands, rounded to the nearest hundred.",,,,,,,
9,"Full-time employment consists of persons who usually work 30 hours or more per week at their main or only job. Estimates in thousands, rounded to the nearest hundred.",,,,,,,
10,"Part-time employment consists of persons who usually work less than 30 hours per week at their main or only job. Estimates in thousands, rounded to the nearest hundred.",,,,,,,
11,"Number of persons who, during the reference week, were without work, had looked for work in the past four weeks, and were available for work. Those persons on layoff or who had a new job to start in four weeks or less are considered unemployed. Estimates in thousands, rounded to the nearest hundred.",,,,,,,
12,"The unemployment rate is the number of unemployed persons expressed as a percentage of the labour force. The unemployment rate for a particular group (age, sex, marital status, etc.) is the number unemployed in that group expressed as a percentage of the labour force for that group. Estimates are percentages, rounded to the nearest tenth.",,,,,,,
13,"The participation rate is the number of labour force participants expressed as a percentage of the population 15 years of age and over. The participation rate for a particular group (age, sex, marital status, etc.) is the number of labour force participants in that group expressed as a percentage of the population for that group. Estimates are percentages, rounded to the nearest tenth.",,,,,,,
14,"The employment rate is the number of persons employed expressed as a percentage of the population 15 years of age and over. The employment rate for a particular group (age, sex, marital status, etc.) is the number employed in that group expressed as a percentage of the population for that group. Estimates are percentages, rounded to the nearest tenth.",,,,,,,
,,,,,,,,
"How to cite: Statistics Canada. Table 14-10-0287-03 Labour force characteristics by province, monthly, seasonally adjusted",,,,,,,,
https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410028703,,,,,,,,
DOI: https://doi.org/10.25318/1410028701-eng,,,,,,,,
