,"Labour force (x 1,000) 7","4,538.50","4,579.30","4,586.40",47.9,7.1,0.2,1.1
,"Employment (x 1,000) 8","4,288.00","4,324.50","4,345.40",57.4,20.9,0.5,1.3
,"Full-time employment (x 1,000) 9","3,480.20","3,514.20","3,531.90",51.7,17.7,0.5,1.5
,"Part-time employment  (x 1,000) 10",807.8,810.3,813.6,5.8,3.3,0.4,0.7
,"Unemployment (x 1,000) 11",250.5,254.7,240.9,-9.6,-13.8,-5.4,-3.8
,,Percentage,,,,,Percentage change,
,Unemployment rate 12,5.5,5.6,5.3,-0.2,-0.3,...,...
,Participation rate 13,64.7,64.7,64.8,0.1,0.1,...,...
,Employment rate 14,61.1,61.1,61.3,0.2,0.2,...,...
Ontario,,Persons,,,,,Percentage change,
,"Population (x 1,000) 5 6","11,998.70","12,224.60","12,239.10",240.4,14.5,0.1,2
,"Labour force (x 1,000) 7","7,731.00","7,965.60","7,965.80",234.8,0.2,0,3
,"Employment (x 1,000) 8","7,307.10","7,525.30","7,542.40",235.3,17.1,0.2,3.2
,"Full-time employment (x 1,000) 9","5,940.20","6,128.20","6,163.70",223.5,35.5,0.6,3.8
,"Part-time employment  (x 1,000) 10","1,367.00","1,397.10","1,378.60",11.6,-18.5,-1.3,0.8
,"Unemployment (x 1,000) 11",423.8,440.3,423.5,-0.3,-16.8,-3.8,-0.1
,,Percentage,,,,,Percentage change,
,Unemployment rate 12,5.5,5.5,5.3,-0.2,-0.2,...,...
,Participation rate 13,64.4,65.2,65.1,0.7,-0.1,...,...
,Employment rate 14,60.9,61.6,61.6,0.7,0,...,...
Manitoba,,Persons,,,,,Percentage change,
,"Population (x 1,000) 5 6","1,029.80","1,043.00","1,043.70",13.9,0.7,0.1,1.3
,"Labour force (x 1,000) 7",695,690.7,688.9,-6.1,-1.8,-0.3,-0.9
,"Employment (x 1,000) 8",653.3,652.3,654.5,1.2,2.2,0.3,0.2
,"Full-time employment (x 1,000) 9",532.2,527.8,522.8,-9.4,-5,-0.9,-1.8
,"Part-time employment  (x 1,000) 10",121.1,124.5,131.7,10.6,7.2,5.8,8.8
,"Unemployment (x 1,000) 11",41.7,38.4,34.4,-7.3,-4,-10.4,-17.5
,,Percentage,,,,,Percentage change,
,Unemployment rate 12,6,5.6,5,-1,-0.6,...,...
,Participation rate 13,67.5,66.2,66,-1.5,-0.2,...,...
,Employment rate 14,63.4,62.5,62.7,-0.7,0.2,...,...
Saskatchewan,,Persons,,,,,Percentage change,
,"Population (x 1,000) 5 6",887.1,892.8,893.1,6,0.3,0,0.7
,"Labour force (x 1,000) 7",613,616.8,614.2,1.2,-2.6,-0.4,0.2
,"Employment (x 1,000) 8",579,580.9,579,0,-1.9,-0.3,0
,"Full-time employment (x 1,000) 9",474.2,475.3,477.7,3.5,2.4,0.5,0.7
,"Part-time employment  (x 1,000) 10",104.9,105.6,101.4,-3.5,-4.2,-4,-3.3
,"Unemployment (x 1,000) 11",34,35.8,35.2,1.2,-0.6,-1.7,3.5
,,Percentage,,,,,Percentage change,
,Unemployment rate 12,5.5,5.8,5.7,0.2,-0.1,...,...
,Participation rate 13,69.1,69.1,68.8,-0.3,-0.3,...,...
,Employment rate 14,65.3,65.1,64.8,-0.5,-0.3,...,...
Alberta,,Persons,,,,,Percentage change,
,"Population (x 1,000) 5 6","3,493.90","3,550.80","3,554.40",60.5,3.6,0.1,1.7
,"Labour force (x 1,000) 7","2,501.30","2,521.60","2,513.60",12.3,-8,-0.3,0.5
,"Employment (x 1,000) 8","2,340.10","2,339.10","2,337.40",-2.7,-1.7,-0.1,-0.1
,"Full-time employment (x 1,000) 9","1,921.80","1,919.50","1,898.60",-23.2,-20.9,-1.1,-1.2
,"Part-time employment  (x 1,000) 10",418.3,419.6,438.7,20.4,19.1,4.6,4.9
,"Unemployment (x 1,000) 11",161.2,182.5,176.3,15.1,-6.2,-3.4,9.4
,,Percentage,,,,,Percentage change,
,Unemployment rate 12,6.4,7.2,7,0.6,-0.2,...,...
,Participation rate 13,71.6,71,70.7,-0.9,-0.3,...,...
,Employment rate 14,67,65.9,65.8,-1.2,-0.1,...,...
British Columbia,,Persons,,,,,Percentage change,
,"Population (x 1,000) 5 6","4,058.50","4,129.30","4,134.70",76.2,5.4,0.1,1.9
,"Labour force (x 1,000) 7","2,659.90","2,683.10","2,670.20",10.3,-12.9,-0.5,0.4
,"Employment (x 1,000) 8","2,539.80","2,548.50","2,542.20",2.4,-6.3,-0.2,0.1
,"Full-time employment (x 1,000) 9","1,988.30","1,997.40","1,997.20",8.9,-0.2,0,0.4
,"Part-time employment  (x 1,000) 10",551.6,551.1,545,-6.6,-6.1,-1.1,-1.2
,"Unemployment (x 1,000) 11",120.1,134.5,128,7.9,-6.5,-4.8,6.6
,,Percentage,,,,,Percentage change,
,Unemployment rate 12,4.5,5,4.8,0.3,-0.2,...,...
,Participation rate 13,65.5,65,64.6,-0.9,-0.4,...,...
,Employment rate 14,62.6,61.7,61.5,-1.1,-0.2,...,...
,,,,,,,,
Symbol legend:,,,,,,,,
...,not applicable,,,,,,,
,,,,,,,,
Footnotes:,,,,,,,,
1,"Fluctuations in economic time series are caused by seasonal, cyclical and irregular movements. A seasonally adjusted series is one from which seasonal movements have been eliminated. Seasonal movements are defined as those which are caused by regular annual events such as climate, holidays, vacation periods and cycles related to crops, production and retail sales associated with Christmas and Easter. It should be noted that the seasonally adjusted series contain irregular as well as longer-term cyclical fluctuations. The seasonal adjustment program is a complicated computer program which differentiates between these seasonal, cyclical and irregular movements in a series over a number of years and, on the basis of past movements, estimates appropriate seasonal factors for current data. On an annual basis, the historic series of seasonally adjusted data are revised in light of the most recent information on changes in seasonality.",,,,,,,
2,"To ensure respondent confidentiality, estimates below a certain threshold are suppressed. For Canada, Quebec, Ontario, Alberta and British Columbia suppression is applied to all data below 1,500. The threshold level for Newfoundland and Labrador, Nova Scotia, New Brunswick, Manitoba and Saskatchewan is 500, while in Prince Edward Island, estimates under 200 are supressed. For census metropolitan areas (CMAs) and economic regions (ERs), use their respective provincial suppression levels mentioned above. Estimates are based on smaller sample sizes the more detailed the table becomes, which could result in lower data quality.",,,,,,,
3,For more information on seasonal adjustment see Seasonally adjusted data - Frequently asked questions.,,,,,,,
4,Excluding the territories.,,,,,,,
5,"Number of persons of working age, 15 years and over. Estimates in thousands, rounded to the nearest hundred.",,,,,,,
6,"From December 2000 to January 2001, there is a slight level shift in the population series. This is due to the 2015 population rebasing, which was revised back to 2001. This level shift is evident for certain age groups and in two provinces (Manitoba and Saskatchewan). These shifts are minor for labour force estimates and rates.",,,,,,,
7,"Number of civilian, non-institutionalized persons 15 years of age and over who, during the reference week, were employed or unemployed. Estimates in thousands, rounded to the nearest hundred.",,,,,,,
8,"Number of persons who, during the reference week, worked for pay or profit, or performed unpaid family work or had a job but were not at work due to own illness or disability, personal or family responsibilities, labour dispute, vacation, or other reason. Those persons on layoff and persons without work but who had a job to start at a definite date in the future are not considered employed. Estimates in thousands, rounded to the nearest hundred.",,,,,,,
9,"Full-time employment consists of persons who usually work 30 hours or more per week at their main or only job. Estimates in thousands, rounded to the nearest hundred.",,,,,,,
10,"Part-time employment consists of persons who usually work less than 30 hours per week at their main or only job. Estimates in thousands, rounded to the nearest hundred.",,,,,,,
11,"Number of persons who, during the reference week, were without work, had looked for work in the past four weeks, and were available for work. Those persons on layoff or who had a new job to start in four weeks or less are considered unemployed. Estimates in thousands, rounded to the nearest hundred.",,,,,,,
12,"The unemployment rate is the number of unemployed persons expressed as a percentage of the labour force. The unemployment rate for a particular group (age, sex, marital status, etc.) is the number unemployed in that group expressed as a percentage of the labour force for that group. Estimates are percentages, rounded to the nearest tenth.",,,,,,,
13,"The participation rate is the number of labour force participants expressed as a percentage of the population 15 years of age and over. The participation rate for a particular group (age, sex, marital status, etc.) is the number of labour force participants in that group expressed as a percentage of the population for that group. Estimates are percentages, rounded to the nearest tenth.",,,,,,,
14,"The employment rate is the number of persons employed expressed as a percentage of the population 15 years of age and over. The employment rate for a particular group (age, sex, marital status, etc.) is the number employed in that group expressed as a percentage of the population for that group. Estimates are percentages, rounded to the nearest tenth.",,,,,,,
,,,,,,,,
"How to cite: Statistics Canada. Table 14-10-0287-03 Labour force characteristics by province, monthly, seasonally adjusted",,,,,,,,
https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410028703,,,,,,,,
DOI: https://doi.org/10.25318/1410028701-eng,,,,,,,,
